Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Genres,CoverUrl
179744,The Emperor's New Mind,Roger Penrose,"Penrose, Roger",,"=""0192861980""","=""9780192861986""",0,3.91,Oxford University Press,Paperback,602,1999,1989,2025/09/03,2024/12/27,,,read,,,,1,0,Computers; Natuurwetenschappen; Thinking; Science; Philosophy,https://covers.openlibrary.org/b/id/8644449-L.jpg|https://covers.openlibrary.org/b/isbn/9780192861986-L.jpg
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",0,4.36,Riverhead Books,Paperback,371,2004,2003,2025/08/27,2022/10/07,,,read,,,,1,0,New York Times bestseller; nyt:trade_fiction_paperback=2008-10-26; Male friendship; Betrayal; Fiction,https://covers.openlibrary.org/b/id/12728870-L.jpg|https://covers.openlibrary.org/b/isbn/9781594631931-L.jpg
21343,The Five Dysfunctions of a Team,Patrick Lencioni,"Lencioni, Patrick",,"=""0787960756""","=""9780787960759""",0,4.11,FisicalBook,Paperback,228,2011,2002,2025/08/24,2025/08/05,,,read,,,,1,0,Teams in the workplace; Travail de groupe; Group processes; Leadership; Institutional management teams,https://covers.openlibrary.org/b/id/14620714-L.jpg|https://covers.openlibrary.org/b/isbn/9780787960759-L.jpg
62807111,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,"Miller, Chris",,"=""1398504114""","=""9781398504110""",0,4.41,Simon & Schuster UK,Kindle Edition,463,2022,2022,2025/08/23,2024/06/18,,,read,,,,1,0,,https://books.google.com/books/content?id=fUVdEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|https://covers.openlibrary.org/b/isbn/9781398504110-L.jpg
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.19,Grand Central Publishing,Paperback,345,2000,1993,2025/08/19,2023/01/08,,,read,,,,1,0,Fiction; Twenty-first century; African Americans; Science fiction; Audiobooks,https://covers.openlibrary.org/b/id/288067-L.jpg|https://covers.openlibrary.org/b/isbn/9780446675505-L.jpg
150247403,Space Oddities: The Mysterious Anomalies Challenging Our Understanding of the Universe,Harry Cliff,"Cliff, Harry",,"=""0385549032""","=""9780385549035""",0,4.01,Doubleday,Hardcover,288,2024,2024,2025/08/16,2025/08/10,,,read,,,,1,0,Astronomy,https://covers.openlibrary.org/b/isbn/9780385549035-L.jpg
199798179,The Ministry of Time,Kaliane Bradley,"Bradley, Kaliane",,"=""1668045141""","=""9781668045145""",0,3.57,Avid Reader Press / Simon & Schuster,Hardcover,339,2024,2024,2025/08/15,2024/12/10,,,read,,,,1,0,Fiction; dystopian; science fiction; nyt:hardcover-fiction=2024-05-26; New York Times bestseller,https://covers.openlibrary.org/b/id/14621125-L.jpg|https://covers.openlibrary.org/b/isbn/9781668045145-L.jpg
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""0525536299""","=""9780525536291""",0,4.12,Riverhead Books,Hardcover,343,2020,2020,2025/08/13,2024/01/07,,,read,,,,1,0,African American; Twins; fiction; race; identity,https://covers.openlibrary.org/b/id/10095692-L.jpg|https://covers.openlibrary.org/b/isbn/9780525536291-L.jpg
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.15,Penguin,Paperback,306,1999,1963,,2025/08/16,to-read,to-read (#275),to-read,,,,0,0,,
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2023/06/25,to-read,to-read (#274),to-read,,,,1,0,Literature - Classics / Criticism; Russian; Literature: Classics; Classics; Literary,https://covers.openlibrary.org/b/id/10458920-L.jpg|https://covers.openlibrary.org/b/isbn/9780374528379-L.jpg
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,4.17,Vintage Classics,Paperback,136,1994,1864,2025/08/07,2025/02/28,,,read,,,,1,0,Fiction; History; Officials and employees,https://covers.openlibrary.org/b/id/14830484-L.jpg|https://covers.openlibrary.org/b/isbn/9780679734529-L.jpg
16248196,The Art of Thinking Clearly,Rolf Dobelli,"Dobelli, Rolf",,"=""0062219685""","=""9780062219688""",0,3.85,Harper,Hardcover,384,2013,2011,2025/08/05,2022/10/07,,,read,,,,1,0,nonfiction; psychology; Errors; Développement d'aptitudes; Prise de décision (Relations humaines),https://covers.openlibrary.org/b/id/8270423-L.jpg|https://covers.openlibrary.org/b/isbn/9780062219688-L.jpg
12975375,The Advantage: Why Organizational Health Trumps Everything Else In Business (J-B Lencioni Series),Patrick Lencioni,"Lencioni, Patrick",,"=""0470941529""","=""9780470941522""",0,4.14,Jossey-Bass,Hardcover,216,2012,2012,,2025/08/05,to-read,to-read (#273),to-read,,,,0,0,Organization; BUSINESS & ECONOMICS / Management; Organizational effectiveness; Well-being; Success in business,https://covers.openlibrary.org/b/id/9262333-L.jpg|https://covers.openlibrary.org/b/isbn/9780470941522-L.jpg
37794149,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,"Martine, Arkady",,"=""1529001587""","=""9781529001587""",0,4.11,Tor,Paperback,448,2019,2019,2025/08/04,2024/05/12,,,read,,,,1,0,"American literature; Fiction, science fiction, action & adventure; LGBTQ science fiction & fantasy; Hugo Award Winner; award:hugo_award=2020",https://covers.openlibrary.org/b/id/10145992-L.jpg|https://covers.openlibrary.org/b/isbn/9781529001587-L.jpg
52381770,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,"Wells, Martha",,"=""1250229863""","=""9781250229861""",0,4.46,Tor.com,Hardcover,350,2020,2020,2025/08/03,2024/05/06,,,read,,,,1,0,"Fiction, science fiction, action & adventure; nyt:combined-print-and-e-book-fiction=2020-05-24; New York Times bestseller; award:nebula_award=novel; award:hugo_award=2021",https://covers.openlibrary.org/b/id/9426689-L.jpg|https://covers.openlibrary.org/b/isbn/9781250229861-L.jpg
61286570,Ten Birds That Changed the World,Stephen  Moss,"Moss, Stephen",,"=""1783352418""","=""9781783352418""",0,3.97,Guardian Faber Publishing,Hardcover,406,2023,2023,,2025/08/01,to-read,to-read (#271),to-read,,,,0,0,,https://books.google.com/books/content?id=gZQ6zwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|https://covers.openlibrary.org/b/isbn/9781783352418-L.jpg
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",0,4.33,Scribner,Paperback,288,2006,2005,2025/07/31,2024/05/27,,,read,,,,1,0,Poor; Problem families; Dysfunctional families; Homeless persons; Case studies,https://covers.openlibrary.org/b/id/12648199-L.jpg|https://covers.openlibrary.org/b/isbn/9780743247542-L.jpg
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,"=""""","=""""",0,4.26,Hachette Books,Kindle Edition,217,2008,2008,2025/08/10,2024/05/27,,,read,,,,1,0,,
22085568,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,"Meyer, Erin",,"=""""","=""""",0,4.33,PublicAffairs,Kindle Edition,274,2014,2014,2025/08/09,2023/01/30,,,read,,,,1,0,,
58438610,Anonymous Sex,Hillary Jordan,"Jordan, Hillary",Cheryl Lu-Lien Tan,"=""1982177519""","=""9781982177515""",0,2.87,Scribner,Paperback,368,2022,2022,2025/07/29,2024/01/04,,,read,,,,1,0,Erotic stories; Sex; Fiction; Romance; Short Stories,https://covers.openlibrary.org/b/isbn/9781982177515-L.jpg
60190659,"What If? 2: Additional Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #2)",Randall Munroe,"Munroe, Randall",,"=""0525537112""","=""9780525537113""",0,4.37,Riverhead Books,Hardcover,354,2022,2022,2025/07/27,2025/07/23,,,read,,,,1,0,Mathematics; Statistics; Miscellanea; Science; Questions and answers,https://covers.openlibrary.org/b/id/14380594-L.jpg|https://covers.openlibrary.org/b/isbn/9780525537113-L.jpg
123136728,Orbital,Samantha Harvey,"Harvey, Samantha",,"=""0802161545""","=""9780802161543""",0,3.51,Atlantic Monthly Press,Hardcover,224,2023,2023,2025/07/25,2025/07/16,,,read,,,,1,0,,https://covers.openlibrary.org/b/id/14541972-L.jpg|https://covers.openlibrary.org/b/isbn/9780802161543-L.jpg
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",0,4.14,Dey Street Books,Hardcover,303,2014,2014,2025/07/25,2023/03/20,,,read,,,,1,0,Mathematics; Statistics; Miscellanea; Science; Questions and answers,https://covers.openlibrary.org/b/id/14845773-L.jpg|https://covers.openlibrary.org/b/isbn/9780544272996-L.jpg
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",Jennifer Lee Carrell,"=""0451528824""","=""9780451528827""",0,4.33,Signet,Mass Market Paperback,320,2003,1908,2025/07/25,2025/07/12,,,read,,,,1,0,Fiction; Juvenile fiction; Country life; Friendship; Orphans,https://covers.openlibrary.org/b/id/295763-L.jpg|https://covers.openlibrary.org/b/isbn/9780451528827-L.jpg
13214,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,"Angelou, Maya",,"=""0553279378""","=""9780553279375""",0,4.30,Bantam Books,Paperback,289,1993,1969,2025/07/23,2025/07/20,,,read,,,,1,0,"Social life and customs; Biography,; Entertainers; Intellectual life; African American families",https://covers.openlibrary.org/b/id/-1-L.jpg|https://covers.openlibrary.org/b/isbn/9780553279375-L.jpg
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""0812988418""","=""9780812988413""",0,4.41,Random House,Kindle Edition,208,2016,2016,2025/07/21,2023/01/21,,,read,,,,1,0,philosophy; Neurosurgeons; Cancer; Lungs; Husband and wife,https://covers.openlibrary.org/b/id/8145809-L.jpg|https://covers.openlibrary.org/b/isbn/9780812988413-L.jpg
1268479,Warbreaker,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.29,Self-published,ebook,688,2009,2009,2025/07/30,2025/07/25,,,read,,,,1,0,,
61294937,"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",S.A. Chakraborty,"Chakraborty, S.A.",,"=""""","=""""",0,4.25,Harper Voyager,Hardcover,483,2023,2023,2025/07/22,2023/12/31,,,read,,,,1,0,,
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.35,Scribner,Hardcover,592,2016,2016,2025/07/18,2024/11/09,,,read,,,,1,0,,
944652,Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Munger, Charles T.",Peter E. Kaufman,"=""157864366X""","=""9781578643660""",0,4.40,Donning Co Pub,Hardcover,512,2006,2005,,2025/07/18,to-read,to-read (#270),to-read,,,,0,0,Investments; Decision making; Humor; History; Berkshire Hathaway Inc,https://covers.openlibrary.org/b/isbn/9781578643660-L.jpg
65215321,Blackouts,Justin Torres,"Torres, Justin",,"=""0374293570""","=""9780374293574""",0,3.71,"Farrar, Straus and Giroux",Hardcover,306,2023,2023,2025/07/18,2023/12/31,,,read,,,,1,0,,https://covers.openlibrary.org/b/id/13880917-L.jpg|https://covers.openlibrary.org/b/isbn/9780374293574-L.jpg
25761655,"The Secret of Our Success: How Culture Is Driving Human Evolution, Domesticating Our Species, and Making Us Smarter",Joseph Henrich,"Henrich, Joseph",,"=""0691166854""","=""9780691166858""",0,4.39,Princeton University Press,Hardcover,456,2015,2015,,2025/07/17,to-read,to-read (#269),to-read,,,,0,0,"Behavior evolution; Cognition and culture; Social evolution; Human evolution; Success, psychological aspects",https://covers.openlibrary.org/b/id/12603670-L.jpg|https://covers.openlibrary.org/b/isbn/9780691166858-L.jpg
44135420,Team Topologies: Organizing Business and Technology Teams for Fast Flow,Matthew    Skelton,"Skelton, Matthew",Manuel Pais,"=""1942788827""","=""9781942788829""",0,4.18,It Revolution Press,ebook,240,2019,2019,,2025/07/17,to-read,to-read (#268),to-read,,,,0,0,Business,https://covers.openlibrary.org/b/isbn/9781942788829-L.jpg
43822015,Joy of Cooking,Irma S. Rombauer,"Rombauer, Irma S.","Marion Rombauer Becker, Ethan Becker, John Becker, Megan Scott","=""1501169718""","=""9781501169717""",0,4.13,Scribner,Hardcover,1200,2019,1931,,2025/07/16,to-read,to-read (#267),to-read,,,,0,0,Cookbook; American Cookery; Appetizers; Barbecue cookery; Breakfasts,https://covers.openlibrary.org/b/id/9225393-L.jpg|https://covers.openlibrary.org/b/isbn/9781501169717-L.jpg
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0525620788""","=""9780525620785""",0,3.66,Del Rey,Hardcover,320,2020,2020,,2025/07/16,to-read,to-read (#266),to-read,,,,0,0,"English literature; nyt:combined-print-and-e-book-fiction=2020-07-19; New York Times bestseller; Fiction, gothic; Fiction, historical",https://covers.openlibrary.org/b/id/10239163-L.jpg|https://covers.openlibrary.org/b/isbn/9780525620785-L.jpg
278280,"River of Gods (India 2047, #1)",Ian McDonald,"McDonald, Ian",,"=""1591024366""","=""9781591024361""",0,3.91,Pyr,Hardcover,597,2006,2004,,2025/07/16,to-read,to-read (#265),to-read,,,,0,0,"Fiction; Fiction, science fiction, general; India, fiction",https://covers.openlibrary.org/b/id/862562-L.jpg|https://covers.openlibrary.org/b/isbn/9781591024361-L.jpg
11830394,2312,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316098124""","=""9780316098120""",0,3.52,Orbit,Hardcover,561,2012,2012,,2025/07/16,to-read,to-read (#264),to-read,,,,0,0,FICTION / Science Fiction / High Tech; FICTION / Science Fiction / General; FICTION / Science Fiction / Space Opera; Space colonies; Fiction,https://covers.openlibrary.org/b/id/7265302-L.jpg|https://covers.openlibrary.org/b/isbn/9780316098120-L.jpg
40448,Thirteen,Richard K. Morgan,"Morgan, Richard K.",,"=""0345485254""","=""9780345485250""",0,3.91,Del Rey,Hardcover,544,2007,2007,,2025/07/16,to-read,to-read (#262),to-read,,,,0,0,"Fiction, science fiction, general; Criminals, fiction",https://covers.openlibrary.org/b/id/14856862-L.jpg|https://covers.openlibrary.org/b/isbn/9780345485250-L.jpg
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",ARGH! Oxford,"=""0857662937""","=""9780857662934""",0,4.04,Angry Robot,Paperback,460,2012,2012,,2025/07/16,to-read,to-read (#263),to-read,,,,0,0,"science-fiction; Fiction; Nanomedicine; Scientists; Fiction, science fiction, general",https://covers.openlibrary.org/b/id/7261361-L.jpg|https://covers.openlibrary.org/b/isbn/9780857662934-L.jpg
12009,The Algebraist,Iain M. Banks,"Banks, Iain M.",,"=""1597800449""","=""9781597800440""",0,4.04,Night Shade Books,Paperback,434,2006,2004,,2025/07/16,to-read,to-read (#261),to-read,,,,0,0,Science fiction; Wormholes (Physics); Fiction; Space warfare; Anthropologists,https://covers.openlibrary.org/b/id/878449-L.jpg|https://covers.openlibrary.org/b/isbn/9781597800440-L.jpg
22320,"Pattern Recognition (Blue Ant, #1)",William Gibson,"Gibson, William",,"=""0425198685""","=""9780425198681""",0,3.88,Berkley Books,Mass Market Paperback,367,2005,2003,,2025/07/16,to-read,to-read (#260),to-read,,,,0,0,Literature; Women private investigators in fiction; Women private investigators; Fiction; Business intelligence,https://covers.openlibrary.org/b/id/-1-L.jpg|https://covers.openlibrary.org/b/isbn/9780425198681-L.jpg
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",0,4.07,Knopf,Hardcover,333,2014,2014,,2025/07/16,to-read,to-read (#259),to-read,,,,0,0,Fiction; Literary; Science Fiction; Actors; Adventure,https://covers.openlibrary.org/b/id/9352504-L.jpg|https://covers.openlibrary.org/b/isbn/9780385353304-L.jpg
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.35,Scholastic Press,Hardcover,374,2008,2008,,2025/07/16,to-read,to-read (#257),to-read,,,,0,0,severe poverty; starvation; oppression; effects of war; self-sacrifice,https://covers.openlibrary.org/b/id/14552116-L.jpg|https://covers.openlibrary.org/b/isbn/9780439023481-L.jpg
217182346,On Muscle: The Stuff That Moves Us and Why It Matters,Bonnie Tsui,"Tsui, Bonnie",,"=""1643753088""","=""9781643753089""",0,3.77,Algonquin Books,Hardcover,256,2025,2025,,2025/07/16,to-read,to-read (#256),to-read,,,,0,0,,https://books.google.com/books/content?id=RY3Y0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|https://covers.openlibrary.org/b/isbn/9781643753089-L.jpg
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",0,4.11,Ballantine Books,Mass Market Paperback,296,1987,1928,2025/07/16,2025/07/08,,,read,,,,1,0,"World War, 1914-1918; Fiction; Readers; Open Library Staff Picks; Juvenile fiction",https://covers.openlibrary.org/b/id/14652909-L.jpg|https://covers.openlibrary.org/b/isbn/9780449213940-L.jpg
49021976,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326388""","=""9780765326386""",0,4.58,Tor Books,Hardcover,1232,2020,2020,,2023/07/07,,,read,,,,1,0,"nyt:combined-print-and-e-book-fiction=2020-12-06; New York Times bestseller; Fiction, fantasy, epic; Fiction, fantasy, action and adventure; American literature",https://covers.openlibrary.org/b/id/14658361-L.jpg|https://covers.openlibrary.org/b/isbn/9780765326386-L.jpg
203578847,"Wind and Truth (The Stormlight Archive, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1250319188""","=""9781250319180""",0,4.37,Tor Books,Hardcover,1344,2024,2024,2025/07/15,2025/07/01,,,read,,,,1,0,series:Stormlight Archive,https://covers.openlibrary.org/b/id/14826186-L.jpg|https://covers.openlibrary.org/b/isbn/9781250319180-L.jpg
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",0,3.99,Orbit,Paperback,386,2013,2013,,2025/07/16,to-read,to-read (#258),to-read,,,,0,0,,
40538657,The Island of Sea Women,Lisa See,"See, Lisa",,"=""""","=""""",0,4.32,Scribner,Hardcover,374,2019,2019,,2025/07/13,to-read,to-read (#255),to-read,,,,0,0,,
29780253,Born a Crime: Stories from a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",0,4.49,Doubleday Canada,Hardcover,289,2016,2016,,2025/07/13,to-read,to-read (#254),to-read,,,,0,0,apartheid; PERFORMING ARTS; HUMOR; Television personalities; Personal Memoirs,https://covers.openlibrary.org/b/id/8117685-L.jpg|https://covers.openlibrary.org/b/isbn/9780385689229-L.jpg
54471230,"Double Jeopardy (Stone Barrington, #57)",Stuart Woods,"Woods, Stuart",,"=""0593188403""","=""9780593188408""",0,4.03,G.P. Putnam's Sons,Kindle Edition,316,2021,2021,,2025/07/13,to-read,to-read (#253),to-read,,,,0,0,"Fiction, action & adventure; Fiction, thrillers, general; Barrington, stone (fictitious character), fiction; nyt:mass-market-monthly=2022-05-01; New York Times bestseller",https://covers.openlibrary.org/b/isbn/9780593188408-L.jpg
